lon,lat,name,address,pname,cityname,business_area,type,typecode,id,type1,type2,type3,type4
104.72475925257648,26.61847595095419,小广场,中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0FFKTW13E,风景名胜,公园广场,城市广场,
104.73310582913551,26.630004070441128,梅花山公园,356国道,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0KRRUZETY,风景名胜,风景名胜,风景名胜,
104.72371521773938,26.620620040071877,文化广场,玉舍镇中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0FFK7NPA0,风景名胜,公园广场,城市广场,
104.72919057179514,26.62836036944937,拓荒牛,闩家湾梅花坪景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFKCOXTS,风景名胜,风景名胜相关,旅游景点,
104.72243681193127,26.62006114440244,邦克楼,中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFK89393,风景名胜,风景名胜相关,旅游景点,
104.73508847140374,26.63498540934835,六盘水梅花山国际度假公园梅花坪,闩家湾,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFGX2KT1,风景名胜,风景名胜相关,旅游景点,
104.7311687896888,26.636339642286394,观梅亭,闩家湾梅花坪景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFK7O1CP,风景名胜,风景名胜相关,旅游景点,
104.72993436965575,26.625696658846017,1号步栈道,中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0HGNGKBFL,风景名胜,风景名胜相关,旅游景点,
104.73257767587494,26.630440396972446,观光廊道,闩家湾梅花坪景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFK7KFF8,风景名胜,风景名胜相关,旅游景点,
104.73317647249497,26.635757436000834,清心亭,闩家湾梅花坪景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFK7XBTZ,风景名胜,风景名胜相关,旅游景点,
104.62646269298938,26.82085104124269,谭太俊烈士墓,大湾镇海开村王黄璜航拍处,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0LA1AAAZ6,风景名胜,风景名胜,风景名胜,
104.73297883051991,26.634897486821455,童趣广场,闩家湾梅花坪景区内,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0FFLFF9N6,风景名胜,公园广场,城市广场,
104.73615683855971,26.63502392598038,梅花钟亭,闩家湾梅花坪景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0KRK9ET2Q,风景名胜,风景名胜相关,旅游景点,
104.73487694512882,26.631529269525842,时光隧道,闩家湾梅花坪景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFK7PRAO,风景名胜,风景名胜相关,旅游景点,
104.73563669419829,26.633426047890868,秋霜廊,闩家湾梅花坪景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFL9CUGS,风景名胜,风景名胜相关,旅游景点,
104.73293806972367,26.630789220570687,水暮喷泉,闩家湾梅花坪景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFL4OVMQ,风景名胜,风景名胜相关,旅游景点,
104.73895072773907,26.61276402570665,一号梅花园,中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0KRK9ELE8,风景名胜,风景名胜相关,旅游景点,
104.73751966091142,26.61514376458208,三友亭,中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFKCPQQJ,风景名胜,风景名胜相关,旅游景点,
104.73970554563492,26.616170110000017,二号梅花园,中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0KRK97947,风景名胜,风景名胜相关,旅游景点,
104.74332038154098,26.604606103952335,梅花山梦幻激情谷,德坞街道梅花山生态文化旅游发展有限公司罗氏王国办公区,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0IGR5XQ3K,风景名胜,风景名胜相关,旅游景点,
104.75474500209836,26.610026262991745,中国凉都·梅花山旅游景区,[],贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0IGOZGHKM,风景名胜,风景名胜相关,旅游景点,
104.75063620921416,26.61435490270295,二号观景平台,中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFKEG29F,风景名胜,风景名胜相关,旅游景点,
104.68432792827714,26.80973256316056,大箐观景台,[],贵州省,六盘水市,,风景名胜;风景名胜;观景点,110209,B0FFJL8OFQ,风景名胜,风景名胜,观景点,
104.76886929345105,26.663156213514032,六盘水十里杜鹃花海,双嘎乡中箐村,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0FFMAOCL0,风景名胜,风景名胜,风景名胜,
104.75022357349737,26.614700892102366,梅花山旅游景区-闻梅阁,中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFL1JFOU,风景名胜,风景名胜相关,旅游景点,
104.74236064079714,26.602778080119442,冲浪区,中国凉都·梅花山国际滑雪场内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFK865YC,风景名胜,风景名胜相关,旅游景点,
104.74473291312016,26.599795372057148,芳香园,中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFK7MO51,风景名胜,风景名胜相关,旅游景点,
104.76769552642541,26.66332532461626,玉京山,001乡道,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0KRAA4GYQ,风景名胜,风景名胜,风景名胜,
104.67850565380307,26.832452071136256,嘎托天坑,韭菜坪旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFJGHAW9,风景名胜,风景名胜相关,旅游景点,
104.69093200297426,26.843010751770105,韭菜坪,珠市彝族乡,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B035A0N8UD,风景名胜,风景名胜相关,旅游景点,
104.77593316011169,26.61018711590692,聚卉瀑布花海,356国道与内环快线出口交叉口西南60米,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0MD7H6E6O,风景名胜,风景名胜,风景名胜,
104.7831614423079,26.613169575173373,德湖公园,德宏十字路口旁001乡道,贵州省,六盘水市,,风景名胜;公园广场;公园,110101,B0I1URYX90,风景名胜,公园广场,公园,
104.78578028563373,26.61502309007637,德湖,"钟山大道附近,十字路口处小路右转",贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFGETS5J,风景名胜,风景名胜相关,旅游景点,
104.78554981791623,26.69491112270731,贵州省六盘水市钟山区汪家寨镇艺奇村硝灰洞遗址,叁百里情怀谷东侧190米,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0L1RMATNZ,风景名胜,风景名胜,风景名胜,
104.69126197837832,26.84458291812222,乌蒙天池,韭菜坪旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFJF8ORO,风景名胜,风景名胜相关,旅游景点,
104.782207050241,26.615743651532483,望湖园,001乡道与人民路交叉口西北20米,贵州省,六盘水市,,商务住宅;住宅区;住宅小区|风景名胜;风景名胜相关;旅游景点,120302|110000,B0LDBOE7XT,商务住宅,住宅区,住宅小区|风景名胜,风景名胜相关
104.68739933363521,26.844224785488674,韭菜坪静心湖,韭菜坪旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFJGN2ZV,风景名胜,风景名胜相关,旅游景点,
104.78974394355087,26.594160237128474,瑶池,212省道附近,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFGEU9NS,风景名胜,风景名胜相关,旅游景点,
104.68182502417291,26.845081818263687,韭菜坪观月亭,韭菜坪旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFJL0C68,风景名胜,风景名胜相关,旅游景点,
104.78463072857333,26.61802787800686,白鹤运动公园,人民路与001乡道交叉口东北340米,贵州省,六盘水市,,风景名胜;公园广场;公园,110101,B0LBSDSFQT,风景名胜,公园广场,公园,
104.69415554182339,26.847166544063185,韭菜坪景区擎天柱,大湾镇韭菜坪景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFJLGUT2,风景名胜,风景名胜相关,旅游景点,
104.6924833669507,26.846435504492206,水墨山水,大湾镇韭菜坪旅游景区内,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFJIFVTG,风景名胜,风景名胜相关,旅游景点,
104.69194672585787,26.851030643054482,韭菜花海,珠市彝族乡韭菜坪内(北侧),贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0KUFCX5EH,风景名胜,风景名胜,风景名胜,
